Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="86787GAJ1","N/A","TRUIST BK CHARLOTTE N C MTN             3.30000% 05/15/2026","3.300","05/15/2026","04/15/2026","A2","A-","98.281","98.747","3.791","3.657","3.657","200(200)","275(200)",IE SFP D 
="91324PEC2","N/A","UNITEDHEALTH GROUP  INC NOTE            1.15000% 05/15/2026 CALL MAKE WHOLE","1.150","05/15/2026","04/15/2026","A3","A+","93.298","93.453","3.040","2.994","2.994","50(10)","500(10)",IE SFP D 
="166764BL3","N/A","CHEVRON CORPORATION NOTE CALL MAKE WHOLE2.95400% 05/16/2026","2.954","05/16/2026","02/16/2026","AA2","AA-","99.710","99.813","3.035","3.006","3.006","100(100)","500(15)",IE SFP D 
="427028AB1","N/A","GOVERNMENT OF CANADABOND                0.75000% 05/19/2026","0.750","05/19/2026","N/A","AAA","AAA","N/A","101.000","N/A","0.483","0.483","N/A(N/A)","20(5)",IE SFP 
="458140AU4","N/A","INTEL CORP          NOTE CALL MAKE WHOLE2.60000% 05/19/2026","2.600","05/19/2026","02/19/2026","A1","A+","98.437","98.832","3.039","2.927","2.927","500(10)","250(10)",IE SFP D 
="857477AW3","N/A","STATE STR CORP      NOTE                2.65000% 05/19/2026","2.650","05/19/2026","--","A1","A","97.978","98.423","3.220","3.093","3.093","285(20)","100(10)",IE CP SFP D 
="025816CF4","N/A","AMERICAN EXPRESS CO NOTE                3.12500% 05/20/2026","3.125","05/20/2026","04/19/2026","A2","BBB+","98.965","99.475","3.417","3.272","3.272","140(15)","100(10)",IE SFP D 
="17298CM39","N/A","CITIGROUP INC       SER G MTN           1.37500% 05/20/2026","1.375","05/20/2026","05/20/2024","A3","BBB+","87.123","90.605","5.154","4.072","4.072","250(20)","136(15)",SFP D 
="404280BB4","N/A","HSBC HLDGS PLC      NOTE                3.90000% 05/25/2026","3.900","05/25/2026","N/A","A3","A-","99.454","99.675","4.055","3.992","3.992","250(200)","334(200)",IE SFP D 
="302154CC1","N/A","EXPORT-IMPORT BANK  OF KOREA NOTE       2.62500% 05/26/2026 ISIN #US302154CC16  SEDOL #BYMWWZ0","2.625","05/26/2026","--","AA2","AA","97.372","98.240","3.365","3.118","3.118","200(200)","200(200)",IE CP SFP 
="04636NAA1","N/A","ASTRAZENECA FINANCE LLC NOTE            1.20000% 05/28/2026 CALL MAKE WHOLE","1.200","05/28/2026","04/28/2026","A3","A-","92.566","92.634","3.288","3.268","3.268","250(10)","500(2)",IE SFP D 
="48128G3N8","N/A","JPMORGAN CHASE &CO  SER E MTN           1.20000% 05/28/2026","1.200","05/28/2026","05/28/2023","A2","A-","86.435","90.539","5.161","3.891","3.891","250(20)","683(15)",SFP D 
="896678AD1","N/A","AEROQUIP-VICKERS INCBOND                7.87500% 06/01/2026","7.875","06/01/2026","--","--","A-","111.676","116.954","4.514","3.135","3.135","100(5)","44(5)",IE CP SFP D 
="741503AZ9","N/A","BOOKING HOLDINGS INCNOTE CALL MAKE WHOLE3.60000% 06/01/2026","3.600","06/01/2026","03/01/2026","A3","A-","101.057","101.334","3.284","3.202","3.226","100(5)","250(5)",IE SFP D 
="369550BN7","N/A","GENERAL DYNAMICS    CORP NOTE           1.15000% 06/01/2026 CALL MAKE WHOLE","1.150","06/01/2026","05/01/2026","A3","A-","92.283","92.451","3.314","3.265","3.265","200(10)","1,000(2)",IE SFP D 
="756109BF0","N/A","REALTY INCOME CORP  NOTE CALL MAKE WHOLE4.87500% 06/01/2026","4.875","06/01/2026","03/01/2026","A3","A-","103.295","103.903","3.879","3.699","3.768","50(15)","100(10)",IE SFP D 
="797440BH6","N/A","SAN DIEGO GAS &ELEC CO BOND             6.00000% 06/01/2026 CALL MAKE WHOLE","6.000","06/01/2026","N/A","A1","A","107.915","108.897","3.757","3.493","3.493","50(10)","10(5)",IE SFP D 
="911596AL8","N/A","US BANCORP          BOND                7.50000% 06/01/2026","7.500","06/01/2026","--","A2","A","113.606","113.858","3.654","3.588","3.588","500(10)","450(1)",IE CP SFP D 
="92340LAA7","N/A","VEREIT OPERATING    PRTNERSHIP LP NOTE  4.87500% 06/01/2026 CALL MAKE WHOLE","4.875","06/01/2026","03/01/2026","WR","A-","100.000","105.148","4.873","3.335","3.426","10(2)","11(11)",IE SFP 
="11070TAK4","N/A","BRITISH             COLUMBIA(PROVINCE   2.25000% 06/02/2026 SER BCUSG-9 NOTE    ISIN #US11070TAK43","2.250","06/02/2026","N/A","AAA","AA+","96.819","97.586","3.138","2.921","2.921","950(25)","950(25)",SFP 
="11271LAA0","N/A","BROOKFIELD FIN INC  NOTE CALL MAKE WHOLE4.25000% 06/02/2026","4.250","06/02/2026","03/02/2026","BAA1","A-","101.021","101.926","3.941","3.671","3.704","100(10)","441(10)",IE SFP D 
="717081DV2","N/A","PFIZER INC          NOTE CALL MAKE WHOLE2.75000% 06/03/2026","2.750","06/03/2026","N/A","A2","A+","99.795","100.161","2.806","2.705","2.705","250(5)","250(5)",IE SFP D 
="89114TZD7","N/A","TORONTO DOMINION    BANK MTN            1.20000% 06/03/2026 CALL MAKE WHOLE","1.200","06/03/2026","N/A","A1","A","91.350","91.660","3.639","3.547","3.547","500(2)","250(5)",IE SFP D 
="94974BFY1","N/A","WELLS FARGO &CO     MTN                 4.10000% 06/03/2026","4.100","06/03/2026","--","A3","BBB","100.509","100.675","3.954","3.907","3.907","250(1)","88(10)",IE CP SFP D 
="961214ER0","N/A","WESTPAC BKG CORP    NOTE                1.15000% 06/03/2026","1.150","06/03/2026","N/A","AA3","AA-","91.629","91.944","3.504","3.411","3.411","500(2)","100(10)",IE SFP D 
="24422ETH2","N/A","DEERE JOHN CAPITAL  CORP MTN            2.65000% 06/10/2026","2.650","06/10/2026","--","A2","A","98.544","98.801","3.053","2.981","2.981","50(15)","500(1)",IE CP SFP D 
="110122CN6","N/A","BRISTOL-MYERS SQUIBBCO SER C NOTE       3.20000% 06/15/2026 CALL MAKE WHOLE","3.200","06/15/2026","04/15/2026","A2","A+","100.405","100.564","3.083","3.038","3.044","490(9)","500(5)",IE SFP D 
="17298CME5","N/A","CITIGROUP INC       SER G MTN           1.25000% 06/15/2026","1.250","06/15/2026","06/15/2024","A3","BBB+","85.299","90.575","5.527","3.901","3.901","100(5)","5(5)",IE SFP D 
="202795JH4","N/A","COMMONWEALTH EDISON CO SER 120 BOND     2.55000% 06/15/2026 CALL MAKE WHOLE","2.550","06/15/2026","03/15/2026","A1","A","97.485","97.694","3.247","3.189","3.189","250(5)","1,744(2)",IE SFP D 
="22553Q3S4","N/A","CREDIT SUISSE AG    LONDON BRANCH MTN   4.15000% 06/15/2026","4.150","06/15/2026","06/15/2023","A2","--","96.058","99.990","5.284","4.152","4.152","100(10)","404(1)",IE SFP 
="38141EQ85","N/A","GOLDMAN SACHS GROUP INC MTN             5.50000% 06/15/2026","5.500","06/15/2026","--","A2","BBB+","103.446","106.843","4.526","3.600","3.600","10(1)","7(7)",IE CP SFP D SO 
="46625HRS1","N/A","JPMORGAN CHASE &CO  NOTE CALL MAKE WHOLE3.20000% 06/15/2026","3.200","06/15/2026","03/15/2026","A2","A-","98.974","99.130","3.485","3.442","3.442","130(2)","35(10)",IE SFP D 
="63743HEW8","N/A","NATIONAL RURAL UTILSCOOP FIN SER D MTN  1.00000% 06/15/2026 CALL MAKE WHOLE","1.000","06/15/2026","05/15/2026","A2","A-","91.799","91.925","3.277","3.240","3.240","250(10)","250(10)",IE SFP D 
="842434CQ3","N/A","SOUTHERN CALIF GAS  CO SER TT BOND      2.60000% 06/15/2026 CALL MAKE WHOLE","2.600","06/15/2026","03/15/2026","AA3","A+","96.771","97.268","3.500","3.359","3.359","250(5)","250( 5)",IE SFP D 
="38150AG82","N/A","GOLDMAN SACHS GROUP INC SER N MTN       1.40000% 06/16/2026","1.400","06/16/2026","09/16/2022","A2","BBB+","88.654","94.257","4.639","2.983","2.983","100(5)","5(5)",IE SFP D 
="24422EVR7","N/A","DEERE JOHN CAPITAL  CORP SER H MTN      1.05000% 06/17/2026 CALL MAKE WHOLE","1.050","06/17/2026","05/17/2026","A2","A","92.995","93.204","2.980","2.920","2.920","250(10)","398(1)",IE SFP D 
="95001DAE0","N/A","WELLS FARGO &CO     SER T MTN           1.75000% 06/17/2026","1.750","06/17/2026","09/17/2022","A1","BBB+","89.001","92.869","4.875","3.732","3.732","1(1)","30(10)",IE SFP D 
="89236TJK2","N/A","TOYOTA MTR CR CORP  SER B MTN           1.12500% 06/18/2026 CALL MAKE WHOLE","1.125","06/18/2026","N/A","A1","A+","92.605","92.608","3.169","3.168","3.168","250(15)","100(5)",IE SFP D 
="13607HVE9","N/A","CANADIAN IMPERIAL BKCOMM TORO NOTE      1.25000% 06/22/2026 CALL MAKE WHOLE","1.250","06/22/2026","05/22/2026","A2","A-","91.283","91.677","3.679","3.564","3.564","250(2)","100(10)",IE SFP D 
="563469UL7","N/A","PROVINCE OF MAN D N PROV NT SER GP BOND 2.12500% 06/22/2026","2.125","06/22/2026","--","AA2","A+","94.864","96.596","3.552","3.061","3.061","988(10)","988(10)",CP SFP 
="0641594A1","N/A","BANK NOVA SCOTIA B CNOTE CALL MAKE WHOLE1.35000% 06/24/2026","1.350","06/24/2026","N/A","A2","A-","91.867","92.072","3.610","3.550","3.550","130(2)","1,000(20)",IE SFP D 
="95709TAN0","N/A","WESTAR ENERGY INC   BOND CALL MAKE WHOLE2.55000% 07/01/2026","2.550","07/01/2026","04/01/2026","A2","A","96.311","96.799","3.569","3.432","3.432","100(5)","100(5)",IE SFP D 
="931142EM1","N/A","WALMART INC         NOTE CALL MAKE WHOLE3.05000% 07/08/2026","3.050","07/08/2026","05/08/2026","AA2","AA","101.249","101.512","2.699","2.625","2.642","250(10)","250(5)",IE SFP D 
="63254AAS7","N/A","NATIONAL AUSTRALIA  BANK NEW YORK BR    2.50000% 07/12/2026 MTN                 ISIN #US63254AAS78","2.500","07/12/2026","N/A","AA3","AA-","95.820","96.644","3.649","3.418","3.418","250(250)","275(250)",IE SFP D 
="06416DBK1","N/A","BANK NOVA SCOTIA B CSER B NOTE          4.50000% 07/13/2026","4.500","07/13/2026","10/13/2022","A2","A-","96.000","100.049","5.638","4.231","4.486","10(10)","898(1)",IE SFP D 
="78016EZT7","N/A","ROYAL BK CDA        MTN CALL MAKE WHOLE 1.15000% 07/14/2026","1.150","07/14/2026","N/A","A1","A","90.876","91.399","3.655","3.504","3.504","250(15)","500(2)",IE SFP D 
="86562MAF7","N/A","SUMITOMO MITSUI FIN GRP INC NOTE        2.63200% 07/14/2026","2.632","07/14/2026","N/A","A1","A-","95.116","95.541","3.982","3.861","3.861","500(15)","100(10)",IE SFP D 
="38143CDK4","N/A","GOLDMAN SACHS GROUP INC                 4.50000% 07/15/2026 FR","4.500","07/15/2026","--","A2","BBB+","100.432","103.494","4.381","3.550","3.550","100(10)","15(5)",IE CP SFP D SO 
="200340AQ0","N/A","COMERICA INC        NOTE                3.80000% 07/22/2026","3.800","07/22/2026","--","A3","BBB","99.679","100.036","3.888","3.790","3.790","100(10)","81(2)",IE CP SFP D 
="91159HHN3","N/A","US BANCORP          SER V MTN           2.37500% 07/22/2026","2.375","07/22/2026","06/22/2026","A2","A+","96.600","96.820","3.296","3.236","3.236","500(1)","400(20)",IE SFP D 
="693475AX3","N/A","PNC FINL SVCS GROUP INC NOTE            2.60000% 07/23/2026 CALL MAKE WHOLE","2.600","07/23/2026","05/23/2026","A3","A-","96.432","96.638","3.572","3.515","3.515","250(2)","2(2)",IE SFP D 
="515110BR4","N/A","LANDWIRTSCHAFTLICHE RENTENBANK NOTE     1.75000% 07/27/2026","1.750","07/27/2026","N/A","AAA","AAA","95.168","95.919","3.048","2.842","2.842","1,000(50)","1,000(50)",SFP D 
="61761J3R8","N/A","MORGAN STANLEY      SER F MTN           3.12500% 07/27/2026 CALL MAKE WHOLE","3.125","07/27/2026","N/A","A1","A-","97.797","97.970","3.725","3.678","3.678","250(1)","100(10)",IE SFP D 
="904764AU1","N/A","UNILEVER CAP CORP   NOTE CALL MAKE WHOLE2.00000% 07/28/2026","2.000","07/28/2026","N/A","A1","A+","95.938","96.110","3.092","3.044","3.044","250(100)","469(100)",IE SFP D 
="22553QDV6","N/A","CREDIT SUISSE AG    LONDON BRANCH MTN   4.70000% 07/29/2026","4.700","07/29/2026","07/29/2023","A2","--","97.000","100.576","5.544","4.101","4.541","100(10)","847(1)",IE SFP 
="48133DN97","N/A","JPMORGAN CHASE FINL CO LLC SER A MTN    4.40000% 07/29/2026","4.400","07/29/2026","01/29/2023","A2","A-","N/A","100.429","N/A","3.500","4.282","N/A(N/A)","1(1)",SFP 
="25468PDM5","N/A","DISNEY WALT CO      SER F MTN           1.85000% 07/30/2026 CALL MAKE WHOLE","1.850","07/30/2026","N/A","A2","BBB+","94.465","94.561","3.344","3.317","3.317","200(10)","155(2)",IE SFP D 
="92929QAQ0","N/A","WASTE MGMT INC DEL  NOTE                7.10000% 08/01/2026","7.100","08/01/2026","N/A","BAA1","A-","113.021","113.379","3.571","3.481","3.481","500(1)","736(1)",IE SFP D 
="064159QE9","N/A","BANK NOVA SCOTIA B CNOTE                2.70000% 08/03/2026 ISIN #US064159QE92  SEDOL #BK6S8Q9","2.700","08/03/2026","N/A","A2","A-","96.373","96.570","3.684","3.630","3.630","674(2)","100(10)",IE SFP D 
="037833BZ2","N/A","APPLE INC           NOTE CALL MAKE WHOLE2.45000% 08/04/2026","2.450","08/04/2026","05/04/2026","AAA","AA+","97.837","98.047","3.028","2.971","2.971","100(10)","500(10)",IE SFP D 
="22550L2G5","N/A","CREDIT SUISSE AG NEWYORK MTN            1.25000% 08/07/2026","1.250","08/07/2026","N/A","A2","A","89.029","89.325","4.256","4.170","4.170","250(250)","250(250)",IE SFP D 
="594918BR4","N/A","MICROSOFT CORP      NOTE CALL MAKE WHOLE2.40000% 08/08/2026","2.400","08/08/2026","05/08/2026","AAA","AAA","98.175","98.264","2.885","2.861","2.861","28(2)","500(2)",IE SFP D 
="14912L6T3","N/A","CATERPILLAR FINL    SVCS MTNS BE SER H  2.40000% 08/09/2026 CALL MAKE WHOLE","2.400","08/09/2026","N/A","A2","A","97.210","97.292","3.145","3.123","3.123","500(10)","90(1)",IE SFP D 
="61746BCY0","N/A","MORGAN STANLEY      MTN CALL MAKE WHOLE 6.25000% 08/09/2026","6.250","08/09/2026","N/A","A1","A-","108.701","108.949","3.888","3.824","3.824","400(100)","500(100)",IE SFP D 
="039483BL5","N/A","ARCHER DANIELS      MIDLAND CO NOTE     2.50000% 08/11/2026 CALL MAKE WHOLE","2.500","08/11/2026","05/11/2026","A2","A","97.894","98.198","3.061","2.979","2.979","150(2)","200(10)",IE SFP D 
="693475BB0","N/A","PNC FINL SVCS GROUP INC NOTE            1.15000% 08/13/2026","1.150","08/13/2026","07/14/2026","A3","A-","91.035","91.625","3.560","3.394","3.394","250(2)","500(2)",IE SFP D 
="008117AH6","N/A","AETNA INC NEW       BOND                7.62500% 08/15/2026","7.625","08/15/2026","N/A","BAA1","A-","111.718","115.555","4.419","3.457","3.457","15(1)","3(3)",IE SFP D 
="02079KAC1","N/A","ALPHABET INC        NOTE CALL MAKE WHOLE1.99800% 08/15/2026","1.998","08/15/2026","05/15/2026","AA2","AA+","96.853","97.066","2.830","2.772","2.772","50(15)","250(10)",IE SFP D 
="059165EG1","N/A","BALTIMORE GAS &ELEC CO NOTE             2.40000% 08/15/2026 CALL MAKE WHOLE","2.400","08/15/2026","05/15/2026","A3","A","95.945","96.216","3.487","3.413","3.413","250(15)","100(5)",IE SFP D 
="369550AX6","N/A","GENERAL DYNAMICS    CORP NOTE           2.12500% 08/15/2026 CALL MAKE WHOLE","2.125","08/15/2026","05/15/2026","A3","A-","96.337","96.409","3.099","3.079","3.079","419(2)","6(2)",IE SFP D 
="38143CDH1","N/A","GOLDMAN SACHS GROUP INC                 4.00000% 08/15/2026 FR","4.000","08/15/2026","--","A2","BBB+","98.773","101.754","4.332","3.532","3.532","100(10)","10(10)",IE CP SFP D SO 
="53961LAR0","N/A","LOCAL INITIATIVES   SUPPORT CORP MTN    1.25000% 08/15/2026","1.250","08/15/2026","--","--","AA-","81.448","90.250","6.521","3.874","3.874","1(1)","418(10)",CP SFP SO 
="30231GBD3","N/A","EXXON MOBIL CORP    NOTE CALL MAKE WHOLE2.27500% 08/16/2026","2.275","08/16/2026","06/16/2026","AA2","AA-","97.023","97.329","3.065","2.983","2.983","300(5)","250(5)",IE SFP D 
="06406FAE3","N/A","BANK NEW YORK MELLONCORP SER I MTN      2.45000% 08/17/2026","2.450","08/17/2026","05/17/2026","A1","A","96.605","96.732","3.356","3.322","3.322","50(15)","31(1)",IE SFP D 
="031162CJ7","N/A","AMGEN INC           NOTE CALL MAKE WHOLE2.60000% 08/19/2026","2.600","08/19/2026","05/19/2026","BAA1","A-","97.121","97.144","3.368","3.361","3.361","500(2)","4(2)",IE SFP D 
="961214DC4","N/A","WESTPAC BKG CORP    NOTE                2.70000% 08/19/2026","2.700","08/19/2026","N/A","AA3","AA-","96.772","96.846","3.564","3.544","3.544","50( 10)","1,000(50)",IE SFP D 
="61766YFR7","N/A","MORGAN STANLEY FIN  LLC MTN             1.05000% 08/27/2026","1.050","08/27/2026","08/27/2023","A1","A-","85.414","92.835","5.066","2.933","2.933","50(5)","12(12)",IE SFP D 
="38150AHE8","N/A","GOLDMAN SACHS GROUP INC SER N MTN       1.45000% 08/28/2026","1.450","08/28/2026","08/28/2022","A2","BBB+","N/A","100.020","N/A","1.143","1.445","N/A(N/A)","10(10)",IE SFP 
="15189XAQ1","N/A","CENTERPOINT ENERGY  HOUSTON ELE SER Z   2.40000% 09/01/2026 BOND CALL MAKE WHOLE","2.400","09/01/2026","06/01/2026","A2","A","95.101","96.325","3.706","3.372","3.372","100(5)","110(1)",IE SFP D 
="29365TAL8","N/A","ENTERGY TEXAS INC   BOND CALL MAKE WHOLE1.50000% 09/01/2026","1.500","09/01/2026","08/01/2026","A3","A","90.267","91.856","4.119","3.670","3.670","100(10)","43(43)",IE SFP D 
="02665WBH3","N/A","AMERICAN HONDA FIN  CORP  SER A MTN     2.30000% 09/09/2026 CALL MAKE WHOLE","2.300","09/09/2026","N/A","A3","A-","95.560","95.764","3.472","3.416","3.416","200(5)","132(2)",IE SFP D 
="02665WDZ1","N/A","AMERICAN HONDA FIN  CORP  SER A MTN     1.30000% 09/09/2026 CALL MAKE WHOLE","1.300","09/09/2026","N/A","A3","A-","92.132","92.500","3.372","3.271","3.271","250(10)","500(2)",IE SFP D 
="500630DL9","N/A","KOREA DEV BK        NOTE                1.00000% 09/09/2026","1.000","09/09/2026","--","AA2","AA","90.797","92.728","3.426","2.895","2.895","200(200)","200(200)",CP SFP 
="89114TZG0","N/A","TORONTO DOMINION    BANK MTN            1.25000% 09/10/2026 CALL MAKE WHOLE","1.250","09/10/2026","N/A","A1","A","90.855","90.948","3.673","3.647","3.647","250(5)","15(15)",IE SFP D 
="037833DN7","N/A","APPLE INC           NOTE CALL MAKE WHOLE2.05000% 09/11/2026","2.050","09/11/2026","07/11/2026","AAA","AA+","96.073","96.274","3.076","3.022","3.022","250(5)","500(10)",IE SFP D 
="500630CL0","N/A","KOREA DEVELOPMENT   BANK NOTE           2.00000% 09/12/2026 ISIN #US500630CL00  SEDOL #BD8CPG9","2.000","09/12/2026","--","AA2","AA","94.927","96.116","3.332","3.013","3.013","200(200)","200(200)",CP SFP 
="822582BX9","N/A","SHELL INTERNATIONAL FIN BV NOTE         2.50000% 09/12/2026 CALL MAKE WHOLE","2.500","09/12/2026","N/A","AA2","A+","97.242","97.364","3.222","3.190","3.190","500(5)","21(10)",IE SFP D 
="606822AJ3","N/A","MITSUBISHI UFJ      FINANCIAL GROUP NOTE2.75700% 09/13/2026","2.757","09/13/2026","N/A","A1","A-","94.152","96.680","4.325","3.634","3.634","500(200)","250(200)",IE SFP D 
="60687YAG4","N/A","MIZUHO FINANCIAL    GROUP INC NOTE      2.83900% 09/13/2026","2.839","09/13/2026","N/A","A1","A-","94.466","94.695","4.323","4.260","4.260","250(200)","250(200)",IE SFP 
="14913R2Q9","N/A","CATERPILLAR FINL    SVCS MTNS BE SER J  1.15000% 09/14/2026 CALL MAKE WHOLE","1.150","09/14/2026","N/A","A2","A","92.368","92.498","3.143","3.108","3.108","500(10)","200(5)",IE SFP D 
="24422EVB2","N/A","DEERE JOHN CAPITAL  CORP SER G MTN      2.25000% 09/14/2026","2.250","09/14/2026","--","A2","A","97.298","97.529","2.952","2.891","2.891","500(5)","250(10)",IE CP SFP D 
="00507VAK5","N/A","ACTIVISION BLIZZARD INC SER B NOTE      3.40000% 09/15/2026 CALL MAKE WHOLE","3.400","09/15/2026","06/15/2026","BAA1","A-","100.457","100.646","3.273","3.221","3.230","50(2)","500(2)",IE SFP D 
="03076CAH9","N/A","AMERIPRISE FINL INC NOTE CALL MAKE WHOLE2.87500% 09/15/2026","2.875","09/15/2026","06/15/2026","A3","A-","97.538","97.957","3.523","3.411","3.411","285(20)","150(10)",IE SFP D 
="040555CV4","N/A","ARIZONA PUB SVC CO  NOTE CALL MAKE WHOLE2.55000% 09/15/2026","2.550","09/15/2026","06/15/2026","A3","BBB+","95.195","95.724","3.823","3.679","3.679","100(5)","13(2)",IE SFP D 
="0641598K5","N/A","BANK NOVA SCOTIA B CNOTE CALL MAKE WHOLE1.30000% 09/15/2026","1.300","09/15/2026","N/A","A2","A-","90.597","90.862","3.790","3.716","3.716","50(15)","1,000(20)",IE SFP D 
="06368FAC3","N/A","BANK OF MONTREAL    SER F MTN           1.25000% 09/15/2026 CALL MAKE WHOLE","1.250","09/15/2026","N/A","A2","A-","91.208","91.481","3.566","3.491","3.491","50(15)","75(2)",IE SFP D 
="14912HRL6","N/A","CATERPILLAR FINL    SVCS S BE MTN       3.10000% 09/15/2026","3.100","09/15/2026","--","A2","A","95.144","100.180","4.403","3.053","3.053","100(1)","1(1)",IE CP SFP D SO 
="437076BN1","N/A","HOME DEPOT INC      NOTE CALL MAKE WHOLE2.12500% 09/15/2026","2.125","09/15/2026","06/15/2026","A2","A","96.459","96.576","3.047","3.016","3.016","490(9)","105(2)",IE SFP D 
="74456QBR6","N/A","PUBLIC SVC ELEC &GASCO SER L MTN        2.25000% 09/15/2026 CALL MAKE WHOLE","2.250","09/15/2026","06/15/2026","A1","A","95.765","96.240","3.360","3.233","3.233","250(5)","250(5)",IE SFP D 
="759351AM1","N/A","REINSURANCE GROUP   AMER INC NOTE       3.95000% 09/15/2026 CALL MAKE WHOLE","3.950","09/15/2026","06/15/2026","BAA1","A","100.181","100.854","3.899","3.711","3.723","100(5)","100(10)",IE SFP D 
="882508BK9","N/A","TEXAS INSTRS INC    NOTE CALL MAKE WHOLE1.12500% 09/15/2026","1.125","09/15/2026","08/15/2026","AA3","A+","93.157","93.366","2.901","2.845","2.845","451(2)","100(5)",IE SFP D 
="872540AQ2","N/A","TJX COS INC NEW     NOTE CALL MAKE WHOLE2.25000% 09/15/2026","2.250","09/15/2026","06/15/2026","A2","A","96.512","96.777","3.160","3.090","3.090","250(5)","60(9)",IE SFP D 
="02209SAU7","N/A","ALTRIA GROUP INC    NOTE CALL MAKE WHOLE2.62500% 09/16/2026","2.625","09/16/2026","06/16/2026","A3","BBB","95.297","95.725","3.871","3.755","3.755","1,000(5)","500(2)",IE SFP D 
="67066GAE4","N/A","NVIDIA CORPORATION  NOTE CALL MAKE WHOLE3.20000% 09/16/2026","3.200","09/16/2026","06/16/2026","A2","A","101.008","101.219","2.923","2.865","2.883","50(15)","100(10)",IE SFP D 
="86562MCH1","N/A","SUMITOMO MITSUI FIN GRP INC NOTE        1.40200% 09/17/2026","1.402","09/17/2026","N/A","A1","A-","90.175","90.342","4.013","3.966","3.966","500(200)","452(200)",IE SFP D 
